12-31 	11388	0	可爱的农业银行1分钱就能开心的玩一天，织布机中的织布机[胜利]	可爱的农业银行1分钱就能开心的玩一天，织布机中的织布机	
01-20 	4516	0	逃命要紧！不好！低开！新股利空来了！下午百点长阴怎么办？	逃命要紧！不好！低开！新股利空来了！下午百点长阴怎么办？	
01-20 	5458	0	以后我们农行股东要讲的事情不是讲股价能涨还是能跌了。是讲该打那只新股了。	炒股有风险，打新无风险，想想这小日子就美啊？	
01-20 	11279	0	有人天天骂农行不涨，我这下反到希望农行千万不能涨。	股价一涨，我就想抛，因为赚钱，就有抛的冲动，抛了后就没市值打新了啊？　本人希望农行千万别涨，只要新股不败的神话进行到底就行。	
01-20 	21312	0	坚决反对农行把分红的钱留为自用或拿给政券公司，降不降低市值是股东自己的事，不卖降	坚决反对农行把分红的钱留为自用或拿给政券公司，降不降低市值是股东自己的事，不卖降也降不了，你平什么鼓倒降，当股票跌倒底时，股东无钱补仓亏损就更大，懂高监你们谁来成担亏损的差价，	
01-20 	21867	0	有人整天瞎叫买Ａ股的农行不如买港股的农行，我反到认港股要比Ａ股要高估？	持有港股能用市值打新吗？笑话一个，Ａ股的农行是价钱高点，但在新股不败神话之下的中国股市，中个新股就回本了。	
01-20 	6477	0	专家天天吹捧的A股三个最有投资价值的股票:农业银行，海南航空，紫金矿业。这三个股	专家天天吹捧的A股三个最有投资价值的股票:农业银行，海南航空，紫金矿业。这三个股票都长期伏在地上，既抗涨，也抗跌。死水一潭，好像没人过问一样。	
01-20 	4686	0	没有新汤和药，病一下就好了，可能么？？？。	没有新汤和药，病一下就好了，可能么？？？。	
01-20 	10650	0	农业银行信用卡提额秘籍        此	农业银行信用卡提额秘籍        此宝贝是农业银行信用卡提额方式及操作步骤，重	
01-20 	4859	0	新年新气象，农行到目前已在新的箱体运行，在农行场内与想进农行成为股东的朋友，你我	新年新气象，农行到目前已在新的箱体运行，在农行场内与想进农行成为股东的朋友，你我他都应实应新变化，新环境，努力扛起新天地，鬼哭狼嚎在新的一年里没有必要，共同富才是真的富，我借钱给他让他先富裕，回头我也喝碗汤，你富他富新游戏，不贪抱票吃红利，打新开始有市值，整到一个就可以	
01-19 	9413	0	现行新股发行制度在当前行情下明显利好四大	现行新股发行制度在当前行情下明显利好四大行,配备市值,银行股成了必须品!新股申购,只需中一签,利润大大的,这种美味的蛋糕,谁都会参与品尝!没有市值是不行的,这会倒逼空仓者配市值.当今市况,唯有银行股不耍流氓,现在的股票难选喽,一不留神,成了韭菜.各位大仙,如此一来,银行股有木有令人意外的抢筹行情?不得而知…	
01-19 	9876	0	在农行套着的股友注意了:   拿紧自己手中的红宝书，不管股价怎么忽悠，岿然不动红	在农行套着的股友注意了: 拿紧自己手中的红宝书，不管股价怎么忽悠，岿然不动红利到手，才是腾飞之日，	
01-19 	5678	0	河北信盈已经控股农业银行信盈要做农业银行第一大股东要有话语权强制农业银行股本回够	吴佬：河北信盈资产管理股份有限公司董事长；吴佬是中国价值投资者的老祖宗、他个人3000元起家做到了3000多亿真是中国价值投资的老祖宗啊！也是巴菲特之后的中国股神。吴佬的口号是向全国的机构宣战4000亿，做农业银行的庄，做农业银行第一大股东、让农业银行股本回购。吴老要替全国的散户说话，收购农业银行让民营企业家来管理农业银行、也给中国的券商、私募公募这些机构一个响亮的耳光，也给全国的不懂股票散户一个大耳光、谁告诉你说大盘股不涨？吴佬要把农业银行拉上68元给全国人看看业绩好的农业银行是怎么涨上180元以上去的	
01-19 	6438	0	￥% $农业银行 sh601288$	￥% $农业银行 sh601288$	
01-19 	5065	0	今天卖了点，买了沪港通波司登0.6港币，加关注	今天卖了点，买了沪港通波司登0.6港币，加关注	
01-19 	7577	0	资金不会为了打新股来买股票	资金不会为了打新股来买股票，IPO新规下，新股的中签率毫无疑问会再次大幅降低，中新股的收益率远远小于股票被套的损失。那么买入股票的理由只有一个，那就是看好而抄底。即使配置市值，那也是买农业银行这类波动极低的品种	
01-19 	4765	0	新股来了！时尚驾校上市！时尚理发择日上市！时尚女郎待审！	新股来了！时尚驾校上市！时尚理发择日上市！时尚女郎待审！	
01-19 	4329	0	新股来了！时尚驾校上市！时尚发郎择日上市！时尚女郎待审！	新股来了！时尚驾校上市！时尚发郎择日上市！时尚女郎待审！	
01-19 	5968	1	资金不会为了打新股来买股票	资金不会为了打新股来买股票，IPO新规下，新股的中签率毫无疑问会再次大幅降低，中新股的收益率远远小于股票被套的损失。那么买入股票的理由只有一个，那就是看好而抄底。即使配置市值，那也是买农业银行这类波动极低的品种。 $上证指数 sh000001$	赞同 
01-19 	7990	0	新股，市值配售，不缴款，农行股第一概念。好，好，好。	新股，市值配售，不缴款，农行股第一概念。好，好，好。	
01-19 	6915	0	【农行二总部将落户上海】8月6日傍晚	【农行二总部将落户上海】8月6日傍晚，农业银行董事长蒋超良在上海出席一份重要协议的签字仪式。蒋超良此行的主要目的是与上海市政府高层会晤，加快推进农业银行二总部落户上海。而一向对引进四大国有银行二总部不遗余力的上海市政府更是为此献上“厚礼”高额度综合授信协议。	
01-19 	4715	0	大盘股应该引入做市商制度	大盘股应该引入做市商制度 换手0.05 一万手才交易5手 是盘子大 没人敢进 机构也不敢 进来就涨停 出去就跌停 流动性太差	
01-19 	5410	0	大多数.中小盘.创业板.重组概念获，就是垃圾股	股市大侠认为，买股票.不分红.你买股票.干什么【目前大多数.中小盘.创业板.重组概念获，就是垃圾股】现在股票.最好.不炒做，应该取消红利税，强制年分红70%引导股市，价值投资，农业银行.民生银行，涨到300多,也比，中小盘.垃圾股好【网络就是辅助工具，中国的发展不可能靠网络，还是要靠实体经济】中国肯定会发展，银行股肯定会大涨的【逢低可以】坚决买进，低价大蓝筹股.任何不分红的股票,都是骗钱耍流氓.	
01-19 	6548	0	$农业银行 sh601288$ 反弹走势	$农业银行 sh601288$ 反弹走势，关注能否收复60线位置，短线走势不强，可以中长线持有	
01-19 	6935	0	##农业银行低位震荡，关注10线压力	##农业银行低位震荡，关注10线压力，突破有继续上行空间	
01-19 	6011	0	$农业银行 sh601288$	$农业银行 sh601288$ ，反弹走势，关注能否收复60线位置，短线走势不强，可以中长线持有	
01-19 	6461	0	可悲哦，梅雁日成交14多亿，而作为所谓绩优股农行只成交4亿多！！！	可悲哦，梅雁日成交14多亿，而作为所谓绩优股农行只成交4亿多！！！	
01-19 	5300	0	要鼓励大型银行加快建设小微企业专营机构	要鼓励大型银行加快建设小微企业专营机构。继续完善农业银行“三农金融事业部”管理体制和运行机制，进一步提升“三农”金融服务水平。//【确保支农支小不跑偏】	
01-19 	8656	0	农业银行  反弹走势	农业银行  反弹走势，关注能否收复60线位置，短线走势不强，可以中长线持有	
01-19 	8325	0	10倍市盈率的农行6元之上！巨大价值洼地！！！	6年的高速成长！！！！！股价没有反映！！！！！	
01-19 	7727	0	早盘主力资金抢筹这50只股(1/19)	数据来源：序号 代码 名称 最新价 今日 今日主力净流入 涨跌幅 净额 净占比 1 002787 华源包装 46.19 9.98% 2.18亿 23.21% 2 002043 兔宝宝 11.02 9.98% 1.10亿 26.07% 3 002024 苏宁云商 11.55 2.67% 1.03亿 19.86% 4 000983 西山煤电 6.62 7.12% 9606万 18.17% 5 002673 西部证券 28.31 3.62% 9560万 9.54% 6 600048 保利地产 9.08 5.46% 9414万 20.13% 7 600806 昆明机床 13.08 10.01% 7611万 15.69% 8 002405 四维图新 30.21 8.47% 7556万 8.98% 9 603936 博敏电子 44.86 7.01% 7546万 11.40% 10 002502 骅威股份 32.12 10.00% 7065万 12.88% 11 300368 汇金股份 39.99 10.01% 6873万 14.83% 12 000709 河北钢铁 3.35 3.08% 6716万 10.46% 13 600876 洛阳玻璃 24.07 10.01% 5895万 20.04% 14 002733 雄韬股份 23.5 10.02% 5466万 34.84% 15 300294 博雅生物 38.6 10.00% 5376万 19.56% 16 300148 天舟文化 24.31 10.00% 5143万 10.05% 17 601390 中国中铁 9.03 6.61% 5104万 15.55% 18 000783 长江证券 10.72 3.28% 4895万 19.31% 19 002506 协鑫集成 8.89 5.96% 4733万 7.07% 20 601989 中国重工 8.11 2.53% 4579万 8.93% 21 600383 金地集团 15.55 0.97% 4353万 10.85% 22 002445 中南重工 19.75 9.36% 4224万 23.70% 23 000676 智度投资 24.98 10.00% 4017万 10.11% 24 600051 格力电器 19.27 2.23% 3944万 8.44% 25 601669 中国电建 7 8.53% 3926万 21.63% 26 603996 中新科技 36.05 7.68% 3917万 10.51% 27 300456 耐威科技 127.05 10.00% 3903万 19.49% 28 600179 黑化股份 12.77 9.99% 3749万 24.09% 29 601800 中国交建 11.81 9.96% 3639万 26.89% 30 601618 中国中冶 4.47 5.42% 3330万 14.41% 31 002191 劲嘉股份 12.58 3.88% 3315万 9.04% 32 002456 欧菲光 25.16 5.71% 3304万 4.99% 33 300090 盛运环保 9.55 10.02% 3235万 20.98% 34 601668 中国建筑 5.59 4.88% 3183万 7.03% 35 002586 围海股份 8.87 10.05% 3135万 24.42% 36 600701 工大高新 17.06 5.63% 3114万 13.24% 37 601985 中国核电 8.07 2.80% 3087万 12.05% 38 002236 大华股份 34.36 4.69% 3080万 10.36% 39 601006 大秦铁路 7.6 3.40% 2961万 16.00% 40 601288 农业银行 3.1 0.98% 2932万 16.31% 41 002007 华兰生物 39.6 5.40% 2831万 9.92% 42 002051 中工国际 25.99 7.89% 2753万 14.07% 43 600425 青松建化 6.6 1.07% 2753万 5.00% 44 600247 \*ST成城 15.92 5.01% 2714万 23.17% 45 000060 中金岭南 10.48 3.35% 2697万 12.34% 46 300264 佳创视讯 18.89 8.56% 2645万 11.29% 47 002452 长高集团 9.92 9.98% 2623万 28.87% 48 002214 大立科技 12.44 5.87% 2604万 19.94% 49 000760 斯太尔 14.42 6.66% 2581万 12.14% 50 000420 吉林化纤 7.52 6.36% 2516万 23.77%	
